캠핑(야영)장명,캠핑(야영)장구분,위도,경도,주소,일반야영장수,자동차야영장,글램핑,카라반,화장실,샤워실,개수대,소화기,방화수,방화사,화재감지기,기타부대시설 1,기타부대시설 2,데이터기준일자,인허가일자
태백산 고원자연휴양림 야영장,일반야영장,37.1292651,129.0685628,강원도 태백시 철암동 머리골길 153 ,13,0,0,0,1,0,1,13,0,0,0,산책로,,2019-07-12,2015-08-03
고인돌 펜션/캠핑장 (고인돌 오토캠핑장),자동차야영장,37.7524155,128.0009542,강원도 홍천군 화촌면 구룡령로 578-10 ,17,0,0,0,1,1,2,20,0,0,0,"전기,장작판매,온수,트렘폴린,물놀이장,놀이터,운동시설",애어바운스,2019-07-12,2015-06-05
양양 고인돌오토캠핑장,자동차야영장,38.0535244,128.5739362,강원도 양양군 서면 고인돌길 200-47 ,0,56,0,0,2,2,2,0,0,0,0,"전기,장작판매,온수,놀이터,마트.편의점",,2019-07-12,2016-01-12
고향펜션캠핑,일반야영장,37.012853,128.935833,경상북도 봉화군 소천면 고선리 558-1,0,14,0,0,1,1,1,14,0,0,0,"전기,무선인터넷,장작판매,온수,물놀이장,놀이터",,2019-07-12,2017-07-24
곡성 키즈글램핑 ,"일반야영장,글램핑",35.1600136,127.314504,전라남도 곡성군 죽곡면 오죽로 132 ,0,0,13,0,1,1,1,0,0,0,0,마트.편의점,레일썰매장,2019-07-12,2016-08-12
골체오름캠핑 ,자동차야영장,33.4516147,126.7049375,제주특별자치도 제주시 조천읍 선흘리 ,6,0,0,0,1,1,2,12,0,0,0,"전기,무선인터넷,장작판매,온수,산책로,운동시설",,2019-07-12,2015-10-16
곰섬야영장 ,일반야영장,36.5884564,126.2914386,충청남도 태안군 남면 신온리 ,100,0,0,0,2,1,4,35,0,0,0,"전기,장작판매,온수,운동시설",,2019-07-12,2016-08-13
공릉관광지 캠핑장 ,"자동차야영장,카라반",37.7498499,126.8335561,경기도 파주시 조리읍 장곡로 218 ,16,0,0,10,2,2,2,30,0,0,0,"전기,무선인터넷,온수",테마파크 내 시설,2019-07-12,2016-07-21
공작산계곡 오토캠핑장,일반야영장,37.7132509,128.0398622,강원도 홍천군 화촌면 당무로 545 ,0,0,0,0,0,0,0,0,0,0,0,"전기,산책로",,2019-07-12,2017-06-12
공주계곡캠핑장 ,일반야영장,36.557951,127.019957,충청남도 공주시 사곡면 운암리 ,20,0,0,0,2,2,2,6,1,0,0,"전기,무선인터넷,온수,트렘폴린,놀이터,산책로,운동시설",,2019-07-12,2015-05-27
공주산림휴양마을 ,자동차야영장,36.4227364,127.1201901,충남 공주시 금학동 140-1 ,20,0,0,0,2,2,1,10,0,0,0,"전기,놀이터,운동장,마트.편의점",,2019-07-12,2016-08-01
공주한옥마을 웅진오토캠핑장 ,카라반,36.4649471,127.1079449,충청남도 공주시 웅진동 관광단지길 12 ,0,0,0,0,1,1,1,0,0,0,0,"전기,온수,놀이터,운동시설",,2019-07-12,2014-02-18
광교호수공원 가족캠핑장 ,일반야영장,37.2738334,127.0648584,경기도 수원시 영통구 하동 광교호수로 57 ,0,0,0,0,0,0,0,0,0,0,0,"전기,온수,놀이터,운동시설",,2019-07-12,2013-07-30
광덕산 풍경캠핑장 ,일반야영장,36.6755136,127.0279163,충청남도 천안시 광덕면 광덕리 ,0,0,0,0,0,0,0,0,0,0,0,"전기,온수",,2019-07-12,2016-04-25
광릉분재예술공원 캠핑장 ,일반야영장,37.7801599,127.1603669,경기도 포천시 소홀읍 직동리 281-1 ,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2016-08-04
광릉솔개캠핑장,일반야영장,37.7647335,127.1451227,경기도 포천시 소흘읍 이곡리 ,0,40,0,0,3,2,4,20,0,0,0,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,산책로,운동시설",탁구장.,2019-07-12,2015-12-17
광릉숲 이야기 관광농원 ,"일반야영장,카라반",37.7664661,127.1706732,경기도 포천시 소흘읍 직동리 ,0,23,0,0,1,1,3,30,0,0,10,"전기,장작판매,온수,트렘폴린,물놀이장,놀이터,운동시설,마트.편의점",,2019-07-12,2016-01-14
광명도덕산캠핑장,일반야영장,37.4592422,126.8607682,경기도 광명시 하안동 ,42,42,0,0,4,4,2,0,0,0,0,"전기,놀이터,운동시설",,2019-07-12,2015-04-08
광주시민의 숲 야영장 ,"일반야영장,자동차야영장",35.2343087,126.8672217,광주광역시 북구 월출동 968번지,38,19,0,0,2,1,2,114,0,0,0,"전기,온수,놀이터",,2019-07-12,2015-05-26
괴강국민여가캠핑장 ,자동차야영장,36.8080239,127.824917,충북 괴산군 괴산읍 충민로검승3길 10,52,0,0,0,2,2,3,64,1,1,3,"전기,무선인터넷,장작판매,온수,물놀이장,놀이터,산책로,운동시설,마트.편의점",,2019-07-12,2016-01-31
교동아일랜드,"자동차야영장,카라반",37.7728422,126.3009741,강화군 교동면 읍내리 6-5번지,2,2,0,5,10,2,5,10,0,0,5,"전기,온수,물놀이장,놀이터",,2019-07-12,2017-04-10
교래생태체험장 ,일반야영장,33.4260157,126.6711536,제주특별자치도 제주시 조천읍 교래리 ,25,0,0,0,1,1,1,25,0,0,0,"전기,무선인터넷,온수,산책로,마트.편의점",,2019-07-12,2016-02-05
교래자연휴양림 야영장 ,일반야영장,33.4416045,126.6646731,제주특별자치도 제주시 조천읍 남조로 2023 ,0,0,0,0,0,0,0,0,0,0,0,"놀이터,산책로",,2019-07-12,2015-07-27
구룡레져타운야영장,"일반야영장,카라반,글램핑",37.4400428,128.0546124,강원도 원주시 소초면 치악로 3403 ,50,0,5,15,2,2,2,0,0,0,0,"전기,무선인터넷,장작판매,온수,놀이터,운동시설","오리조차,",2019-07-12,2015-06-18
구룡자동차야영장,일반야영장,37.4081447,128.0454132,강원도 원주시 소초면 학곡리 ,0,0,0,0,0,0,0,0,0,0,0,"전기,운동시설",,2019-07-12,1998-07-30
구름계곡캠핑장,"일반야영장,자동차야영장",37.8879007,127.538741,경기도 가평군 북면 제령리 219-2번지,30,30,0,0,9,8,7,30,1,0,0,"전기,무선인터넷,장작판매,온수,놀이터,산책로,운동시설,마트.편의점",에티켓타임 11:00,2019-07-12,2017-04-10
구름포오토캠핑장 ,일반야영장,36.8351917,126.1531769,충청남도 태안군 소원면 의항리 ,0,0,0,0,0,0,0,0,0,0,0,"온수,운동시설",,2019-07-12,2016-02-01
구름포해수욕장카라반,"일반야영장,카라반,글램핑",36.8354752,126.1537895,충청남도 태안군 소원면 의항리 ,12,0,16,10,1,2,2,40,2,2,6,"전기,무선인터넷,장작판매,온수,놀이터,산책로,운동시설",,2019-07-12,2016-12-19
구리 토평 가족캠핑장,일반야영장,37.5864147,127.1586925,경기도 구리시 왕숙천로 11-140,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2017-08-16
구마이오토캠핑장,일반야영장,36.4527077,128.0284674,경상북도 상주시 내서면 우서로 287-4 ,15,8,0,0,1,1,2,3,0,0,0,"전기,온수,놀이터",,2019-07-12,2015-07-01
구만동오토캠핑장 ,일반야영장,38.1930849,128.3261184,강원도 인제군 북면 만해로 221 ,0,100,0,0,3,1,5,50,0,0,0,"전기,무선인터넷,장작판매,온수,트렘폴린,놀이터,운동시설,마트.편의점",키즈카페,2019-07-12,2014-06-26
구만산장 캠핑장 ,일반야영장,35.6000451,128.8703639,경상남도 밀양시 산내면 봉의로 223-6 ,47,0,0,0,2,2,2,20,0,0,0,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,운동시설,마트.편의점",,2019-07-12,2015-07-20
구미 캠핑장,"일반야영장,카라반",36.1384962,128.3750556,경상북도 구미시 양호동 614-1,157,0,0,13,5,6,3,120,0,3,0,"전기,무선인터넷,장작판매,온수,놀이터,운동장,운동시설",,2019-07-12,2017-07-07
구산오토캠핑장,일반야영장,36.7527154,129.4671222,경상북도 울진군 기성면 구산리 산72-1,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2016-12-20
구수곡 자연휴양림 ,일반야영장,37.0626254,129.2904522,경상북도 울진군 북면 십이령로 2721 ,40,0,0,0,2,2,4,25,0,4,0,"전기,온수,물놀이장,놀이터",,2019-07-12,2015-05-19
구시포 해수욕장 노을 캠핑장,일반야영장,35.4421056,126.4347866,전라북도 고창군 구시포안길 38,0,0,0,0,1,1,1,40,0,1,0,"전기,장작판매,온수,놀이터,산책로",카페,2019-07-12,2016-01-14
구암농원,카라반,37.6738717,127.3751278,경기도 남양주시 화도읍 구암리 ,0,0,0,14,1,0,0,20,0,0,0,,,2019-07-12,2015-12-10
구천계곡야영장,"일반야영장,자동차야영장",35.5367912,128.9229496,경상남도 밀양시 단장면 구천리 ,0,24,0,0,1,1,1,20,0,0,0,"전기,장작판매,온수,놀이터,운동시설",,2019-07-12,2016-10-21
구천동가는길 카라반,"일반야영장,카라반",35.8956261,127.7757384,전라북도 무주군 설천면 삼공리 ,0,0,0,9,0,0,0,13,0,0,13,"전기,온수,운동시설",,2019-07-12,2016-07-07
국립가리왕산자연휴양림 ,"일반야영장,자동차야영장",37.4249326,128.5745045,강원도 정선군 정선읍 가리왕산로 707 ,25,20,0,0,1,2,2,25,0,0,0,"전기,온수,놀이터,운동장",,2019-07-12,2015-04-27
국립검마산자연휴양림,일반야영장,36.7454151,129.2332593,경북 영양군 수비면 검마산길 191 ,12,0,0,0,2,1,2,46,0,3,0,"온수,놀이터,산책로",도서관 반려견놀이터 산림욕장,2019-07-12,2015-04-29
국립검봉산자연휴양림야영장,"일반야영장,자동차야영장",37.2373646,129.2993868,강원도 삼척시 원덕읍 임원안길 525-145 ,7,15,0,0,3,2,2,11,0,0,0,"전기,온수,놀이터,마트.편의점","잔디마당,정자",2019-07-12,2015-05-13
국립나주박물관 야외체험장,일반야영장,34.9148888,126.6589953,전라남도 나주시 반남면 신촌리 ,0,0,0,0,0,0,0,0,0,0,0,"놀이터,운동장",,2019-07-12,2015-04-13
국립낙안민속자연휴양림야영장,일반야영장,34.9140201,127.3539854,전라남도 순천시 낙안면 민속마을길 1600 ,17,0,0,0,2,1,1,0,0,0,0,놀이터,잔디광장,2019-07-12,2015-05-20
국립남해편백자연휴양림 ,일반야영장,34.7517334,128.0170286,경상남도 남해군 삼동면 금암로 658 ,20,0,0,0,0,0,0,0,0,0,0,놀이터,,2019-07-12,2015-04-27
국립두타산자연휴양림,자동차야영장,37.5543001,128.5737,강원도 평창군 진부면 아차골길 ,25,0,0,0,1,1,1,13,0,0,0,"전기,놀이터,운동장,마트.편의점",,2019-07-12,2015-06-04
국립미천골자연휴양림,"일반야영장,자동차야영장",37.9488231,128.5122647,강원도 양양군 서면 미천골길 115 ,53,31,0,0,0,3,3,44,0,0,0,"놀이터,운동시설",,2019-07-12,2015-05-28
국립삼봉자연휴양림 야영장,자동차야영장,37.8603759,128.4638393,강원도 홍천군 내면 상봉휴양길 276 ,55,0,0,0,2,1,2,27,0,0,0,"놀이터,운동장",,2019-07-12,2015-05-29
국립용화산자연휴양림,자동차야영장,38.0141083,127.7606727,강원도 춘천시 사북면 사여골길 294,30,0,0,0,1,1,2,0,0,0,0,"전기,무선인터넷,온수,놀이터,산책로,운동장","인공암벽,에코힐링캠핑체험장",2019-07-12,2015-05-22
국립유명산자연휴양림(자동차),일반야영장,37.5817426,127.4838359,경기도 가평군 설악면 가일리 산58-1,0,20,0,0,2,2,5,20,0,0,0,"전기,온수,놀이터",,2019-07-12,2015-07-13
국립자연휴양림관리소(동부지역팀 청태산자연휴양림),자동차야영장,37.5247544,128.2941943,강원도 횡성군 둔내면 청태산로 610 ,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2015-05-29
국립지리산 자연휴양림 ,일반야영장,35.3470909,127.642338,경상남도 함양군 마천면 마천삼정로 1256 ,14,0,0,0,1,1,1,0,0,0,0,놀이터,,2019-07-12,2015-05-04
국립천관산자연휴양림,일반야영장,34.5451015,126.8997834,전라남도 장흥군 관산읍 칠관로 842-1150 ,20,0,0,0,1,1,1,7,1,1,0,"온수,놀이터",,2019-07-12,2015-05-06
국립청옥산자연휴양림,일반야영장,37.0370892,128.9917443,경상북도 봉화군 석포면 청옥로 1552-163 ,0,0,0,0,0,0,0,0,0,0,0,"전기,놀이터",,2019-07-12,2015-05-06
국립칠보산자연휴양림,일반야영장,36.6254034,129.3687864,경상북도 영덕군 병곡면 칠보산길 587 ,37,0,0,0,4,1,3,26,0,3,0,"온수,놀이터",,2019-07-12,2015-05-18
국립황정산 자연휴양림,일반야영장,36.8405814,128.3482948,충청북도 단양군 대강면 황정산로 239-11 ,23,0,0,0,1,1,2,15,0,0,0,"전기,놀이터",산불조심기간 화로대이용불가,2019-07-12,2015-05-15
국립회문산자연휴양림,일반야영장,35.5011323,127.1154018,전라북도 순창군 구림면 안심길 249 ,21,0,0,0,1,1,1,0,0,0,0,놀이터,,2019-07-12,2015-04-10
국망봉 자연휴양림캠핑장,일반야영장,38.0258175,127.4025027,경기도 포천시 이동면 장암리 산74,14,0,0,0,4,1,4,20,0,2,0,"전기,놀이터,산책로,운동장",,2019-07-12,2016-07-22
국민여가캠핑장,자동차야영장,36.1049416,127.5691925,충청남도 금산군 제원면 닥실길 16 ,24,0,0,1,2,2,1,15,0,0,0,"전기,무선인터넷,장작판매,온수,물놀이장,놀이터,운동장,운동시설,마트.편의점","어린이과학체험관, 금강생태체험관",2019-07-12,2015-03-30
국민운문산자연휴양림야영장,일반야영장,35.6511492,129.024015,경상북도 청도군 운문면 운문로 763 ,34,0,0,0,3,1,3,15,3,3,0,"전기,온수,물놀이장,놀이터,산책로",화로대: 산불조심기간 제외,2019-07-12,2015-05-04
국토정중앙천문대야영장,자동차야영장,38.068868,128.0298507,강원도 양구군 남면 국토정중앙로 127 ,38,0,0,0,2,2,2,20,0,0,0,"전기,온수,놀이터",천문대,2019-07-12,2015-06-10
군위댐 야영장,일반야영장,36.119373,128.7885057,군위군 고로면 화북3길 38-10,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2017-06-15
굼벵이캠핑농원 ,일반야영장,36.9363123,126.2938045,충청남도 태안군 이원면 내리 ,25,0,0,0,1,1,1,25,1,1,0,"전기,장작판매,온수,트렘폴린,운동시설",,2019-07-12,2015-06-22
굿뜨래웰빙마을 글램핑(일반),"일반야영장,글램핑",36.2713014,126.9291772,충청남도 부여군 가탑로 75,0,0,11,0,11,11,11,11,0,11,11,"전기,무선인터넷,장작판매,온수,물놀이장,운동시설",,2019-07-12,2017-02-22
귀한농부학교 캠핑장 ,자동차야영장,37.8827823,126.8698541,경기도 파주시 법원읍 금곡리 ,60,0,0,0,3,2,3,30,0,0,0,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,산책로,운동시설,마트.편의점","공연장,세미나실,",2019-07-12,2016-06-10
귤빛캠핑장 ,일반야영장,33.5049732,126.6743334,제주특별자치도 제주시 조천읍 함와로 428 ,0,0,0,0,0,0,0,0,0,0,0,"전기,무선인터넷,온수,운동시설",,2019-07-12,2015-08-07
귤암리캠핑장 ,자동차야영장,37.3371048,128.6119646,강원도 정선군 정선읍 귤암리 ,38,0,0,0,2,2,2,20,0,0,0,"전기,장작판매,온수,놀이터",,2019-07-12,2015-06-16
그날카라반 ,"일반야영장,카라반",35.9112979,127.7548605,전라북도 무주군 설천면 심곡리 651 ,0,0,0,7,1,1,1,7,0,0,7,물놀이장,,2019-07-12,2016-09-30
그루터기캠핑장 ,자동차야영장,37.9554535,128.508799,강원도 양양군 서면 구룡령로 1694 ,0,30,0,0,1,1,2,15,0,0,0,"전기,장작판매,온수,물놀이장,운동시설",,2019-07-12,2015-06-05
그린스톤 오토캠핑장 ,일반야영장,36.6830162,127.9773911,경상북도 문경시 완장길 103-63 ,30,0,0,0,1,1,3,15,3,0,8,"전기,무선인터넷,장작판매,온수,물놀이장,산책로,운동장,운동시설,마트.편의점",,2019-07-12,2016-09-22
그린하우스캠핑장 ,일반야영장,35.7236193,129.0661432,경상북도 경주시 산내면 대현리 494-1,35,0,0,0,3,5,8,20,0,0,0,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,운동장,운동시설,마트.편의점",,2019-07-12,2017-08-22
그림나래 힐링캠프 ,"일반야영장,카라반",36.7185737,126.244738,충청남도 태안군 근흥면 용신리 41,0,0,0,3,3,3,3,3,0,0,3,"전기,온수,물놀이장,놀이터",,2019-07-12,2017-03-31
글램바오캠핑장,"자동차야영장,글램핑",37.7728076,127.5357133,경기도 가평군 가평읍 금대리 ,0,0,5,0,7,2,2,5,0,0,5,"전기,무선인터넷,온수,물놀이장,놀이터,운동시설",시설내 약간의 쥬류가 가능한 바가있음,2019-07-12,2016-06-02
글램비글램핑,"일반야영장,카라반,글램핑",37.169774,126.62796,경기도 화성시 서신면 해안길 64,0,0,44,2,0,0,0,46,0,0,46,"전기,무선인터넷,온수,트렘폴린,물놀이장,놀이터,운동시설,마트.편의점",,2019-07-12,2017-11-24
글램퍼스양평,글램핑,37.5791182,127.682126,경기도 양평군 단월면 부안리 ,0,0,5,0,0,0,0,6,0,0,6,"전기,무선인터넷,장작판매,온수,물놀이장,운동시설,마트.편의점",,2019-07-12,2015-10-16
글램핑 앤 카라반 (포항) ,"일반야영장,카라반",36.0794375,129.5460042,경상북도 포항시 남구 호미곶면 구만리 ,0,0,0,9,9,9,9,9,0,0,9,"전기,무선인터넷,장작판매,온수,물놀이장,놀이터","킥보드, 카트, 조식카페",2019-07-12,2016-06-24
글램핑 판 ,일반야영장,36.1840801,126.7225639,충청남도 부여군 옥산면 신안리 ,0,0,0,0,0,0,0,0,0,0,0,"전기,무선인터넷,장작판매,온수,물놀이장,놀이터,산책로,운동시설",,2019-07-12,2015-08-31
글램핑스토리,"일반야영장,글램핑",35.7492671,128.0877518,경남 합천군 가야면 구미가천로 345-1,0,0,0,0,1,1,1,0,0,0,0,"전기,무선인터넷,장작판매,온수,물놀이장,놀이터,운동시설",,2019-07-12,2017-05-29
글램핑앤카라반 ,"일반야영장,카라반,글램핑",37.5860577,127.6776484,경기도 양평군 단월면 단월로 600 ,0,0,4,4,2,2,2,16,0,0,8,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장",,2019-07-12,2016-02-18
글램핑코리아 애견캠핑장,"일반야영장,글램핑",37.7738412,126.9613802,경기도 양주시 백석읍 권율로 848 ,0,0,15,0,3,3,2,15,0,0,0,"전기,장작판매,온수,운동시설",소형 애견 놀이터. 애견수영장,2019-07-12,2015-06-08
금강송 체험 야영장,일반야영장,37.010851,129.212661,경상북도 울진군 금강송면 소광리 173-2,30,0,0,0,2,2,1,15,0,0,0,"전기,온수,놀이터,운동시설",,2019-07-12,2017-07-07
금광관광농원 캠핑장 ,자동차야영장,36.9586597,127.362415,경기도 안성시 금광면 현곡리 517,0,0,0,0,0,0,0,0,0,0,0,"전기,온수,물놀이장,운동시설",,2019-07-12,2017-04-24
금대에코힐링캠핑장 (금대자동차야영장),자동차야영장,37.2936167,128.0184745,강원도 원주시 판부면 영원산성길 372 ,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,1998-07-30
